ID,y1,y2,y3,tag
11541,8379.91666666667,956.933333333333,0,1
61540,8415.06666666667,2797.46666666667,0,1
23081,8454.98333333333,359.1,0,1
46157,8382.96666666667,430.833333333333,0,1
53849,8475.91666666667,1203.8,0,1
65387,8355.71666666667,1324.13333333333,0,1
69233,8955.6,380.9,0,1
73079,8354.75,625.95,0,1
88463,9193.41666666667,483.783333333333,0,1
92309,8377.41666666667,2804.13333333333,0,1
7843,8445.78333333333,362.533333333333,0,1
15537,8541.76666666667,1131.85,0,1
19383,9021.75,652.033333333333,0,1
34767,8493.55,836.95,0,1
46305,8341.83333333333,2660.81666666667,0,1
4144,9033.75,1963.83333333333,0,1
54145,9062.73333333333,604.166666666667,0,1
23525,8962.13333333333,2689.81666666667,0,1
54293,9056.86666666667,1939.78333333333,0,1
77369,8870.23333333333,1428.63333333333,0,1
85061,9062.23333333333,563.933333333333,0,1
88907,9014.23333333333,276.05,0,1
92753,9009.1,652.266666666667,0,1
4440,8449.83333333333,860.95,0,1
96747,8421.06666666667,1228.01666666667,0,1
4588,8876.51666666667,428.983333333333,0,1
8435,8444.41666666667,1203.83333333333,0,1
12282,8324.35,2349.35,0,1
93049,8270.23333333333,1026.88333333333,0,1
96895,8462.23333333333,1167.53333333333,0,1
4736,8414.21666666667,359.3,0,1
43199,8290.31666666667,2684.8,0,1
93197,8862.76666666667,2107.85,0,1
16425,8353.66666666667,2612.83333333333,0,1
93345,8909.6,2059.83333333333,0,1
24265,8475.35,1156.06666666667,0,1
39649,8378.33333333333,1252.21666666667,0,1
81955,9002,2132.21666666667,0,1
89647,8304.01666666667,1308.98333333333,0,1
93493,8232.01666666667,1384.66666666667,0,1
24413,8878.88333333333,743.35,0,1
28259,8326.48333333333,1290.05,0,1
35951,8229.86666666667,1395.8,0,1
39797,9117.28333333333,493.616666666667,0,1
59027,9139.33333333333,478.416666666667,0,1
62873,9066.75,555.933333333333,0,1
70565,8994.63333333333,627.966666666667,0,1
74411,8994.61666666667,627.833333333333,0,1
85949,8895.98333333333,723.95,0,1
78553,8189.16666666667,2580.96666666667,0,1
93937,8476.56666666667,1116.48333333333,0,1
1777,8884.55,708.783333333333,0,1
9471,8184.26666666667,1404.66666666667,0,1
86393,8832.08333333333,756.116666666667,0,1
21159,8366,2340.93333333333,0,1
71157,8232.6,1332.63333333333,0,1
94233,8879.53333333333,699.8,0,1
98079,8807.16666666667,772.05,0,1
2073,8447.16666666667,1132.2,0,1
9767,8278.61666666667,1284.91666666667,0,1
13614,9118.61666666667,444.316666666667,0,1
17461,8902.58333333333,659.583333333333,0,1
21307,8156.65,1419.93333333333,0,1
25153,8948.63333333333,627.95,0,1
28999,8214,1345.9,0,1
52075,8415.38333333333,2468.85,0,1
55921,8237.98333333333,1317.1,0,1
59767,8813.15,747.9,0,1
