ID,y1,y2,y3,tag
0,365.45,8450.73333333333,0,1
23080,327.883333333333,4629.26666666667,0,1
34618,279.916666666667,1635.36666666667,0,1
38464,327.833333333333,4314.38333333333,0,1
46156,158.4,2433.86666666667,0,1
53848,226.916666666667,4725.6,0,1
57694,298.716666666667,4337.9,0,1
65386,445.8,2144.9,0,1
1,136.166666666667,4506.35,0,1
7695,429.433333333333,587.3,0,1
11542,428.716666666667,4241.5,0,1
15389,380.433333333333,635.3,0,1
19235,404.3,201.85,0,1
26927,222.966666666667,8590.63333333333,0,1
42311,269,4386.41666666667,0,1
84617,409.433333333333,8402.56666666667,0,1
96155,241.066666666667,8570.83333333333,0,1
149,406.616666666667,8402.73333333333,0,1
23229,357.75,7641.7,0,1
38613,350.4,3290.71666666667,0,1
65535,446.783333333333,1682.5,0,1
69381,350.2,4260.08333333333,0,1
84765,205.866666666667,1539.38333333333,0,1
88611,421.833333333333,2528.71666666667,0,1
297,300.95,7690.23333333333,0,1
7991,345.35,4289.46666666667,0,1
15685,131.75,8327.48333333333,0,1
42607,254.5,4385.8,0,1
65683,180.116666666667,3124,0,1
69529,178.883333333333,4774,0,1
73375,129.9,2816.8,0,1
81067,112.983333333333,4472.63333333333,0,1
84913,347.566666666667,2767.05,0,1
92605,256.5,4361.53333333333,0,1
4292,206.316666666667,4725.66666666667,0,1
8139,324.85,4290.46666666667,0,1
11986,419.433333333333,4218.38333333333,0,1
31217,346.066666666667,7642.2,0,1
35063,200.85,4434.41666666667,0,1
42755,208.366666666667,4409.88333333333,0,1
46601,398.55,829.3,0,1
50447,441.5,4194.16666666667,0,1
58139,110.066666666667,4506.46666666667,0,1
61985,422,4509.68333333333,0,1
92901,335.516666666667,550.383333333333,0,1
16129,133.35,7471.08333333333,0,1
31513,324.233333333333,4289.48333333333,0,1
39205,104.65,4506.45,0,1
58435,301.9,4314.45,0,1
62281,277.866666666667,949.266666666667,0,1
66127,421.8,2145.86666666667,0,1
69973,373.35,853.3,0,1
77665,205.733333333333,4410.46666666667,0,1
89203,325.716666666667,4581.78333333333,0,1
889,230.216666666667,7370.56666666667,0,1
12430,250.55,4678,0,1
16277,225.4,7707.1,0,1
23969,256.266666666667,4337.9,0,1
31661,325.116666666667,2766.93333333333,0,1
35507,372.983333333333,853.3,0,1
39353,347.25,7255.1,0,1
47045,153.6,4458,0,1
50891,369.116666666667,4557.58333333333,0,1
58583,274.883333333333,4338.11666666667,0,1
62429,104.35,8497.81666666667,0,1
70121,264.966666666667,4308.1,0,1
77813,106.65,4821.81666666667,0,1
81659,250.4,4362.48333333333,0,1
85505,201.233333333333,4725.81666666667,0,1
89351,127.733333333333,4482.36666666667,0,1
1037,369.983333333333,4241.76666666667,0,1
8731,345.283333333333,4582,0,1
43347,267.516666666667,4654.01666666667,0,1
54885,344.55,4265.63333333333,0,1
62577,327.483333333333,4581.78333333333,0,1
66423,182.816666666667,2887.01666666667,0,1
74115,344.55,3224.4,0,1
77961,344.483333333333,3224.36666666667,0,1
81807,127.566666666667,4798.01666666667,0,1
97191,87,4506.48333333333,0,1
5032,129.05,4458.53333333333,0,1
12726,102.75,7504.68333333333,0,1
20419,291.65,4284.08333333333,0,1
1333,239.466666666667,4332.6,0,1
12874,112.316666666667,4797.86666666667,0,1
16721,88.15,4506.26666666667,0,1
47489,164.783333333333,6091.93333333333,0,1
51335,212.716666666667,6037.95,0,1
82103,233.55,8202.55,0,1
97487,158.8,4386.53333333333,0,1
5328,204.966666666667,4386.46666666667,0,1
13022,106.75,2792.91666666667,0,1
36099,104.3,4617.98333333333,0,1
43791,311.2,2719.06666666667,0,1
47637,157.616666666667,4749.55,0,1
63021,207.683333333333,4314.61666666667,0,1
66867,178.133333333333,4410.16666666667,0,1
74559,206.516666666667,2790.88333333333,0,1
