0,1
,
6.904070076355357e-54,1.0
1.3522406193042236e-48,1.0
1.6813293021329835e-45,1.0
2.633969318452507e-43,1.0
1.3262204477183347e-41,1.0
3.2569977930372525e-40,1.0
4.873564191441759e-39,1.0
5.074384152981835e-38,1.0
4.005273384274919e-37,1.0
2.5409510448751997e-36,1.0
1.3508115549784493e-35,1.0
6.205917393458504e-35,1.0
2.52225903535318e-34,1.0
9.235133221560996e-34,1.0
3.090486807528721e-33,1.0
9.562859258587173e-33,1.0
2.762191626018106e-32,1.0
7.50662178026366e-32,1.0
1.9320767184902306e-31,1.0
4.736053674042942e-31,1.0
1.1109375769108327e-30,1.0
2.5039348958976824e-30,1.0
5.442003854300393e-30,1.0
1.1440426204716888e-29,1.0
2.3326705965784006e-29,1.0
4.624170598505395e-29,1.0
8.931140519913181e-29,1.0
1.6838184901885888e-28,1.0
3.104094314275082e-28,1.0
5.603855801214574e-28,1.0
9.92081787605054e-28,1.0
1.724470500045618e-27,1.0
2.9464652024045397e-27,1.0
4.9537006357702244e-27,1.0
8.202532683689064e-27,1.0
1.3388392497269938e-26,1.0
2.155822580366016e-26,1.0
3.427016665472554e-26,1.0
5.381805864881862e-26,1.0
8.354422077217954e-26,1.0
1.2827129540968622e-25,1.0
1.9489352099637906e-25,1.0
2.9317983456138115e-25,1.0
4.368564231523568e-25,1.0
6.450554173299833e-25,1.0
9.44240199369815e-25,1.0
1.3707472848506817e-24,1.0
1.9741211108123832e-24,1.0
2.821462715882505e-24,1.0
4.0030678543784916e-24,1.0
5.63969644496581e-24,1.0
7.89189562071922e-24,1.0
1.0971895576526696e-23,1.0
1.5158713851903978e-23,1.0
2.0817243038117462e-23,1.0
2.8422263054579445e-23,1.0
3.858851655914542e-23,1.0
5.210821982702959e-23,1.0
6.999765734195451e-23,1.0
9.355483296029862e-23,1.0
1.244305312718663e-22,1.0
1.6471558808896322e-22,1.0
2.1704768831306444e-22,1.0
2.8474161339500704e-22,1.0
3.7194756115563175e-22,1.0
4.838429712290529e-22,1.0
6.268642247549952e-22,1.0
8.0898566381961165e-22,1.0
1.0400546130414652e-21,1.0
1.3321925031876954e-21,1.0
1.700273817585421e-21,1.0
2.1624964316021235e-21,1.0
2.7410590214903808e-21,1.0
3.4629636121827226e-21,1.0
4.360964048059457e-21,1.0
5.4746842435415795e-21,1.0
6.851933542482306e-21,1.0
8.550250431579951e-21,1.0
1.063871026250008e-20,1.0
1.3200037593737794e-20,1.0
1.6333069325065055e-20,1.0
2.0155621028564693e-20,1.0
2.480781585032404e-20,1.0
3.045594314149034e-20,1.0
3.729692265875296e-20,1.0
4.556345984157613e-20,1.0
5.552998842325165e-20,1.0
6.751950856969064e-20,1.0
8.19114419768445e-20,1.0
9.915064001692779e-20,1.0
1.1975769723690766e-19,1.0
1.443407404221008e-19,1.0
1.736088831960617e-19,1.0
