0,1,2,3
0.0,0.0,0.0,0.0
0.0001233710749938254,2.3424826158014007e-100,2.7904533364717147e-72,3.968655804235787e-05
0.00022127538530641245,4.468349413655462e-89,6.171541508327605e-65,7.118085355702341e-05
0.00031114746891345804,1.7486456430019624e-82,1.2147458201495672e-60,0.00010009130653505869
0.00039603096768456623,8.2399762821168e-78,1.3476802100838742e-57,0.00012739700927767155
0.00047728998255386953,3.4471822505676265e-74,3.0925119996994826e-55,0.00015353677186170375
0.0005556976988934318,3.1173727187365734e-71,2.619105044037295e-53,0.00017875931600857536
0.0006317505975175269,9.79614917712743e-69,1.1149770135840406e-51,0.00020322435188254963
0.0007057936675275196,1.4201066695593544e-66,2.8689875358704576e-50,0.0002270428571175329
0.0007780801473533048,1.1401436803914994e-64,5.025662148904815e-49,0.00025029629458192505
0.0008488036033501876,5.74337714415307e-63,6.500211845280391e-48,0.00027304693156483947
0.0009181166722477789,1.9842669027202738e-61,6.577886085619723e-47,0.0002953438689307162
0.000986142731813776,5.021111970677642e-60,5.435548073088755e-46,0.00031722679539053635
0.0010529835398554236,9.7823218212335e-59,3.7888153458698316e-45,0.00033872844484990686
0.0011187244395622793,1.5253680692409193e-57,2.284707698137625e-44,0.0003598762708869544
0.001183438026111879,1.963153957617855e-56,1.2159521842417647e-43,0.0003806936262424003
0.001247186802285122,2.1377076591725928e-55,5.804538542787273e-43,0.0004012006170897712
0.0013100251479811421,2.0098489416935825e-54,2.5183453210476045e-42,0.0004214147365977326
0.0013720008110491562,1.659185775304279e-53,1.0039374021465037e-41,0.000441351344507532
0.0014331560560557747,1.2197031971505752e-52,3.7112352327428597e-41,0.00046102403667359486
0.001493528563444322,8.079990535876697e-52,1.282080108840176e-40,0.00048044493430910774
0.0015531521431595508,4.872791687785253e-51,4.166469866117211e-40,0.0004996249135480015
0.0016120573080831585,2.698681862155151e-50,1.2809975718988826e-39,0.0005185737899102478
0.0016702717399770634,1.3830005991141291e-49,3.7445210697306734e-39,0.0005373004681885718
0.0017278206719095533,6.601757889203703e-49,1.0451523617632072e-38,0.0005558130654690021
0.0017847272050117685,2.952442688726309e-48,2.7959984870502804e-38,0.0005741190130265106
0.0018410125730337686,1.243396722566574e-47,7.193065446682397e-38,0.0005922251414285886
0.0018966963649928335,4.95352524583564e-47,1.7848135245986168e-37,0.0006101377521577454
0.0019517967138695611,1.874349213098599e-46,4.282679000005888e-37,0.0006278626783121123
0.002006330457565664,6.760647988316432e-46,9.96102087175382e-37,0.0006454053363830642
0.002060313277024056,2.332052387650388e-45,2.250482721627147e-36,0.0006627707706863061
0.002113759815410849,7.715643107442768e-45,4.9483289622160285e-36,0.0006799636917008691
0.0021666837814880444,2.454936939797467e-44,1.0607210606935405e-35,0.0006969885093224998
0.0022190980397067293,7.5298656163820855e-44,2.2201541734272292e-35,0.0007138493618452413
0.0022710146890809967,2.231328590760013e-43,4.5438405264843305e-35,0.0007305501413339482
0.00232244513253165,6.400844880694053e-43,9.105124895273805e-35,0.0007470945159310789
0.002373400138093233,1.780751068635583e-42,1.7884991605471232e-34,0.0007634859495460461
0.0024238898931408922,4.812720073677659e-42,3.4475152205158758e-34,0.0007797277192991561
0.002473924052602215,1.2655241735648195e-41,6.527921084637647e-34,0.0007958229310306073
0.002523511781963674,3.242361425868459e-41,1.2153390515798365e-33,0.0008117745331349966
0.002572661795754287,8.104667836848898e-41,2.2266188543595958e-33,0.0008275853289409137
0.0026213823920845985,1.978887752761246e-40,4.0175809731326833e-33,0.0008432579878215952
0.0026696814837328556,4.7250923288559914e-40,7.144523547561027e-33,0.0008587950551948644
0.0027175666261985624,1.1044829610867145e-39,1.2530510691171648e-32,0.0008741989615475241
0.0027650450430838232,2.5298351868744818e-39,2.1688406284670798e-32,0.0008894720306001401
0.0028121236491127507,5.683373243109919e-39,3.706873262647e-32,0.0009046164867120272
0.002858809071057119,1.253346036647782e-38,6.259648100753054e-32,0.000919634461612707
0.0029051076668006595,2.7153943512847876e-38,1.044911472343068e-31,0.0009345280005345948
0.0029510255427443077,5.783840421178373e-38,1.725073300955821e-31,0.0009492990678119983
0.0029965685697287974,1.212063769627684e-37,2.8179423897667044e-31,0.0009639495520031678
0.003041742397629112,2.500611765390247e-37,4.556581958445528e-31,0.0009784812705851047
0.003086552468756306,5.082151140971931e-37,7.296317923046643e-31,0.00099289597426472
0.003131004030186072,1.0180816215095674e-36,1.1574189078467178e-30,0.0010071953509447412
0.003175102145119306,2.0113612123073972e-36,1.8195123749881182e-30,0.0010213810293782308
0.0032188517033678453,3.920986483696108e-36,2.8355918280184715e-30,0.0010354545825416856
0.0032622574310480113,7.545905530118132e-36,4.3822308419818806e-30,0.0010494175307532976
0.0033053238995553575,1.4342985450571853e-35,6.718010814586243e-30,0.0010632713445599918
0.003348055533886092,2.693832958108433e-35,1.0218900674229799e-29,0.0010770174474142985
0.003390456620363577,5.001329393298914e-35,1.542777625084327e-29,0.001090657218159848
0.00343253131382216,9.182384155640024e-35,2.312329762145712e-29,0.0011041919933422967
0.003474283644295217,1.6677982825352397e-34,3.441513451277469e-29,0.0011176230693607687
0.0035157175232494874,2.9978122977300843e-34,5.087485261359988e-29,0.0011309517044733426
0.0035568367494035703,5.334398254218938e-34,7.471480354153735e-29,0.001144179120668772
0.0035976450141647557,9.399974732352562e-34,1.0903129438496582e-28,0.0011573065054154294
0.003638145906714994,1.6408229853768312e-33,1.5813339463323766e-28,0.0011703350132973847
0.003678342918773948,2.8380360187643054e-33,2.279852747230733e-28,0.0011832657675466028
0.0037182394490643633,4.865379277329719e-33,3.267983408907409e-28,0.0011960998614793867
0.003757838807502746,8.269402733884903e-33,4.6582010472376785e-28,0.0012088383598444505
0.0037971442191361625,1.3938020243023088e-32,6.603802806467377e-28,0.001221482300089329
0.003836158827844173,2.3302555417782134e-32,9.312717497573479e-28,0.0012340326935512311
0.003874885699823202,3.865297700972674e-32,1.3065656312543305e-27,0.0012464905265779079
0.003913327826869125,6.362626072872408e-32,1.823986820214591e-27,0.0012588567615836096
0.0039514881294725485,1.0395776756335864e-31,2.534010266736998e-27,0.00127113233804479
0.003989369459739968,1.686295837856604e-31,3.503880541302392e-27,0.0012833181734397956
0.004026974604152943,2.7161416702011094e-31,4.822809731452058e-27,0.0012954151641364519
0.004064306286176401,4.3450521971820055e-31,6.608673704291438e-27,0.001307424186231112
0.004101367168726278,6.904628979381153e-31,9.016606958218351e-27,0.0013193460963424595
0.004138159856505906,1.0900946604823258e-30,1.2249994918619944e-26,0.0013311817323630878
0.004174686898219784,1.7101704995107337e-30,1.6574483475565507e-26,0.0013429319141716356
0.0042109507886727215,2.6664655303871252e-30,2.233577342134151e-26,0.0013545974443080495
